Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
14;infrastructure;NITAP-DIRECTOR;38:FF:36:8E:DB:78;;13;No;WPA2,AES-CCM;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;Faculty-Laptop;38:FF:36:4E:DB:72;;13;No;OPN,None;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;NITAP-DC;38:FF:36:4E:DB:71;;13;No;OPN,None;No;54.0;0;14;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;NITAP-Civil;38:FF:36:4E:DB:7A;;13;No;OPN,None;No;54.0;0;14;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;NITAP-Electrical(EEE);38:FF:36:8E:DB:79;;13;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;NITAP-2016-Two;38:FF:36:0E:DB:7B;;13;No;OPN,None;No;54.0;0;15;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;GUEST-FACULTY;38:FF:36:4E:DB:7B;;13;No;WPA2,AES-CCM;No;54.0;0;20;0;15;0;0;15;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;NITAP-2016-Three;38:FF:36:8E:DB:7B;;13;No;OPN,None;No;54.0;0;16;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;NITAP-2017- G;38:FF:36:CE:DB:70;;13;No;OPN,None;No;54.0;0;16;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;NITAP-BIO_Technology;38:FF:36:CE:DB:7A;;13;No;OPN,None;No;54.0;0;16;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;Faculty-Mobile;38:FF:36:0E:DB:72;;13;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;NITAP-Mechanical;38:FF:36:4E:DB:79;;13;No;OPN,None;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;NITAP-Metulargy;38:FF:36:0E:DB:79;;13;No;OPN,None;No;54.0;0;17;0;47;0;0;47;;;Tue Sep  4 15:22:53 2018;Tue Sep  4 15:23:11 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.197;
27;infrastructure;BlXC-UmF2aQ;D2:04:01:AE:6C:53;;6;No;OPN,None;No;54.0;0;3;0;0;0;0;0;;;Tue Sep  4 15:22:55 2018;Tue Sep  4 15:23:13 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;NITAP-Faculty;38:FF:36:4E:D7:A8;;7;No;OPN,None;No;54.0;0;16;0;52;0;0;52;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.20.10.98;
29;infrastructure;FACULTY;38:FF:36:CE:D7:AB;;7;No;OPN,None;No;54.0;0;22;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;GUEST-FACULTY;38:FF:36:4E:D7:AB;;7;No;WPA2,AES-CCM;No;54.0;0;22;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;NITAP-Chemical;38:FF:36:8E:D7:AA;;7;No;OPN,None;No;54.0;0;21;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;NIT ANDHRA;38:FF:36:8E:D7:A1;;7;No;WPA2,AES-CCM;No;54.0;0;17;0;219;0;0;219;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;NITAP-BIO_Technology;38:FF:36:CE:D7:AA;;7;No;OPN,None;No;54.0;0;22;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;NITAP-DIRECTOR;2C:C5:D3:86:BF:E8;;1;No;WPA2,AES-CCM;No;54.0;0;24;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;NITAP-2016-One;38:FF:36:CE:D7:A8;;7;No;OPN,None;No;54.0;0;15;0;594;0;0;594;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.1;
36;infrastructure;NITAP-Electronics(ECE);38:FF:36:CE:D7:A9;;7;No;OPN,None;No;54.0;0;18;0;6;0;0;6;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;NITAP-2017- A & B;38:FF:36:0E:D7:A0;;7;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;NITAP-Mechanical;38:FF:36:4E:D7:A9;;7;No;OPN,None;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;NITAP-DC;38:FF:36:4E:D7:A1;;7;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;NITAP-2017- E & F;38:FF:36:8E:D7:A0;;7;No;OPN,None;No;54.0;0;21;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
41;infrastructure;NITAP-2017- G;38:FF:36:CE:D7:A0;;7;No;OPN,None;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;NIT;38:FF:36:CE:D7:A1;;7;No;WPA2,AES-CCM;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;NITAP-Civil;38:FF:36:4E:D7:AA;;7;No;OPN,None;No;54.0;0;20;0;55;0;0;55;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.162;
44;infrastructure;NITAP-2017- C & D;38:FF:36:4E:D7:A0;;7;No;OPN,None;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
45;infrastructure;NITAP-Metulargy;38:FF:36:0E:D7:A9;;7;No;OPN,None;No;54.0;0;14;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
46;infrastructure;NIT ANDHRA;2C:C5:D3:86:BF:E1;;1;No;WPA2,AES-CCM;No;54.0;0;21;0;24;0;0;24;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
47;infrastructure;NITAP-2017- G;2C:C5:D3:C6:BF:E0;;1;No;OPN,None;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
48;infrastructure;NITAP-Chemical;2C:C5:D3:86:BF:EA;;1;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
49;infrastructure;Faculty-Mobile;38:FF:36:0E:D7:A2;;7;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
50;infrastructure;NITAP-DIRECTOR;38:FF:36:8E:D7:A8;;7;No;WPA2,AES-CCM;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
51;infrastructure;Faculty-Laptop;38:FF:36:4E:D7:A2;;7;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
52;infrastructure;NITAP-Computers(CSE);38:FF:36:0E:D7:AA;;7;No;OPN,None;No;54.0;0;20;0;304;0;0;304;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.1;
53;infrastructure;NITAP-2016-Two;38:FF:36:0E:D7:AB;;7;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
54;infrastructure;FACULTY;2C:C5:D3:C6:BF:EB;;1;No;OPN,None;No;54.0;0;21;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
55;infrastructure;NITAP-Electronics(ECE);2C:C5:D3:C6:BF:E9;;1;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
56;infrastructure;NITAP-Electrical(EEE);38:FF:36:8E:D7:A9;;7;No;OPN,None;No;54.0;0;15;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
57;infrastructure;NITAP-DC;2C:C5:D3:46:BF:E1;;1;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
58;infrastructure;NITAP-2016-Three;38:FF:36:8E:D7:AB;;7;No;OPN,None;No;54.0;0;21;0;58;0;0;58;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-66;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.86;
59;infrastructure;NITAP-2016-One;2C:C5:D3:C6:BF:E8;;1;No;OPN,None;No;54.0;0;19;0;72;0;0;72;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-66;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.162;
60;infrastructure;GUEST-FACULTY;2C:C5:D3:46:BF:EB;;1;No;WPA2,AES-CCM;No;54.0;0;20;0;75;0;0;75;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
61;infrastructure;NIT;2C:C5:D3:C6:BF:E1;;1;No;WPA2,AES-CCM;No;54.0;0;24;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
62;infrastructure;NITAP-Faculty;2C:C5:D3:46:BF:E8;;1;No;OPN,None;No;54.0;0;21;0;19;0;0;19;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.20.10.140;
63;infrastructure;Faculty-Mobile;2C:C5:D3:06:BF:E2;;1;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
64;infrastructure;NITAP-Mechanical;2C:C5:D3:46:BF:E9;;1;No;OPN,None;No;54.0;0;22;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
65;infrastructure;NITAP-2017- E & F;2C:C5:D3:86:BF:E0;;1;No;OPN,None;No;54.0;0;20;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
66;infrastructure;NITAP-BIO_Technology;2C:C5:D3:C6:BF:EA;;1;No;OPN,None;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
67;infrastructure;NITAP-2017- C & D;2C:C5:D3:46:BF:E0;;1;No;OPN,None;No;54.0;0;16;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
68;infrastructure;NITAP-Electrical(EEE);2C:C5:D3:86:BF:E9;;1;No;OPN,None;No;54.0;0;20;0;42;0;0;42;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.182;
69;infrastructure;Faculty-Laptop;2C:C5:D3:46:BF:E2;;1;No;OPN,None;No;54.0;0;22;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
70;infrastructure;NITAP-Metulargy;2C:C5:D3:06:BF:E9;;1;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
71;infrastructure;NITAP-Civil;2C:C5:D3:46:BF:EA;;1;No;OPN,None;No;54.0;0;23;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
72;infrastructure;NITAP-2017- A & B;2C:C5:D3:06:BF:E0;;1;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
73;infrastructure;NITAP-2016-Three;2C:C5:D3:86:BF:EB;;1;No;OPN,None;No;54.0;0;17;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
74;infrastructure;NITAP-Computers(CSE);2C:C5:D3:06:BF:EA;;1;No;OPN,None;No;54.0;0;19;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:10 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
75;infrastructure;NITAP-2016-Two;2C:C5:D3:06:BF:EB;;1;No;OPN,None;No;54.0;0;21;0;0;0;0;0;;;Tue Sep  4 15:22:52 2018;Tue Sep  4 15:23:11 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
