Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
36;infrastructure;NITAP-Mechanical;38:FF:36:4E:D7:A9;;7;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;NIT;38:FF:36:CE:D7:A1;;7;No;WPA2,AES-CCM;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;NITAP-DC;38:FF:36:4E:D7:A1;;7;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;NITAP-Computers(CSE);38:FF:36:0E:D7:AA;;7;No;OPN,None;No;54.0;0;10;0;656;0;0;656;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.4.125;
40;infrastructure;NITAP-2017- G;38:FF:36:CE:D7:A0;;7;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
41;infrastructure;NITAP-Chemical;38:FF:36:8E:D7:AA;;7;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;NITAP-BIO_Technology;38:FF:36:CE:D7:AA;;7;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;NITAP-2016-Two;38:FF:36:0E:D7:AB;;7;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
44;infrastructure;GUEST-FACULTY;38:FF:36:4E:D7:AB;;7;No;WPA2,AES-CCM;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
45;infrastructure;NITAP-2016-Three;38:FF:36:8E:D7:AB;;7;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
46;infrastructure;NITAP-2016-One;38:FF:36:CE:D7:A8;;7;No;OPN,None;No;54.0;0;9;0;130;0;0;130;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.110;
47;infrastructure;NITAP-DIRECTOR;38:FF:36:8E:D7:A8;;7;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
48;infrastructure;NITAP-2016-Three;2C:C5:D3:86:BF:EB;;1;No;OPN,None;No;54.0;0;10;0;33;0;0;33;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.5.197;
49;infrastructure;NITAP-BIO_Technology;2C:C5:D3:C6:BF:EA;;1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
50;infrastructure;NITAP-2017- C & D;2C:C5:D3:46:BF:E0;;1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
51;infrastructure;NIT ANDHRA;38:FF:36:8E:D7:A1;;7;No;WPA2,AES-CCM;No;54.0;0;10;0;8;0;0;8;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
52;infrastructure;NITAP-Electronics(ECE);38:FF:36:CE:D7:A9;;7;No;OPN,None;No;54.0;0;9;0;245;0;0;245;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.110;
53;infrastructure;NITAP-Civil;38:FF:36:4E:D7:AA;;7;No;OPN,None;No;54.0;0;10;0;31;0;0;31;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.110;
54;infrastructure;NITAP-Faculty;2C:C5:D3:46:BF:E8;;1;No;OPN,None;No;54.0;0;13;0;4;0;0;4;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.20.10.183;
55;infrastructure;NITAP-Electrical(EEE);2C:C5:D3:86:BF:E9;;1;No;OPN,None;No;54.0;0;11;0;22;0;0;22;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.0.1;
56;infrastructure;NITAP-2017- A & B;2C:C5:D3:06:BF:E0;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
57;infrastructure;NIT ANDHRA;2C:C5:D3:86:BF:E1;;1;No;WPA2,AES-CCM;No;54.0;0;9;0;1;0;0;1;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
58;infrastructure;GUEST-FACULTY;2C:C5:D3:46:BF:EB;;1;No;WPA2,AES-CCM;No;54.0;0;9;0;8;0;0;8;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
59;infrastructure;NITAP-DIRECTOR;2C:C5:D3:86:BF:E8;;1;No;WPA2,AES-CCM;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
60;infrastructure;Faculty-Mobile;2C:C5:D3:06:BF:E2;;1;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
61;infrastructure;NITAP-Mechanical;2C:C5:D3:46:BF:E9;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
62;infrastructure;NIT;2C:C5:D3:C6:BF:E1;;1;No;WPA2,AES-CCM;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
63;infrastructure;NITAP-Electronics(ECE);2C:C5:D3:C6:BF:E9;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
64;infrastructure;NITAP-DC;2C:C5:D3:46:BF:E1;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
65;infrastructure;NITAP-Computers(CSE);2C:C5:D3:06:BF:EA;;1;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
66;infrastructure;NITAP-2017- E & F;2C:C5:D3:86:BF:E0;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
67;infrastructure;FACULTY;2C:C5:D3:C6:BF:EB;;1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
68;infrastructure;Faculty-Laptop;2C:C5:D3:46:BF:E2;;1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
69;infrastructure;NITAP-Civil;2C:C5:D3:46:BF:EA;;1;No;OPN,None;No;54.0;0;6;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
70;infrastructure;NITAP-2017- G;2C:C5:D3:C6:BF:E0;;1;No;OPN,None;No;54.0;0;6;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
71;infrastructure;NITAP-Chemical;2C:C5:D3:86:BF:EA;;1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
72;infrastructure;NITAP-2016-Two;2C:C5:D3:06:BF:EB;;1;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:37 2018;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
73;infrastructure;NITAP-Metulargy;2C:C5:D3:06:BF:E9;;1;No;OPN,None;No;54.0;0;7;0;0;0;0;0;;;Tue Sep  4 15:33:29 2018;Tue Sep  4 15:33:36 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
74;infrastructure;KUNE;DC:1A:C5:29:4B:23;;6;No;WPA2,AES-CCM;No;54.0;0;12;0;0;0;0;0;;;Tue Sep  4 15:33:31 2018;Tue Sep  4 15:33:36 2018;-28;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
75;infrastructure;;2C:C5:D3:C6:CA:68;;1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Tue Sep  4 15:33:32 2018;Tue Sep  4 15:33:37 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
